version_label,case_group,os_name,test_id,test_name,input_repr,status,sha256,size,exception_type,exception_message,repeat_count,final_result,success_runs,exception_runs,unique_sha256_count
PY-04,basic,Linux,EQ-basic-001,None type - None,None,SUCCESS,8ce86a6ae65d3692e7305e2c58ac62eebd97d3d943e093f577da25c36988246b,1,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-002,Boolean type - True,True,SUCCESS,e632b7095b0bf32c260fa4c539e9fd7b852d0de454e9be26f24d0d6f91d069d3,1,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-003,Boolean type - False,False,SUCCESS,f67ab10ad4e4c53121b6a5fe4da9c10ddee905b978d3788d2723d7bfacbe28a9,1,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-004,Small integer - 0,0,SUCCESS,e8ebd827d1f36d7cfa5e5220610aa6370284d1589989363f48ac40166362d449,5,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-005,Small integer - 1,1,SUCCESS,59e562517a08b1f9edb930c1553aaf2e6947c1000705dfa4ed20b03b29363da1,5,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-006,Small integer - -1,-1,SUCCESS,72aea108d59af9a3db0854601259c9d9a62dce69f656f4a3f4e451500fb85a1f,5,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-007,Large integer - 2**31,2147483648,SUCCESS,70f286d27bc1e55c830066343a8fe2489d76660e68b3a62cd943ad76d574aa4a,11,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-008,Large integer - 2**63,9223372036854775808,SUCCESS,95d4ad4027f527c14a76f13cf23b94c45272e82a4be8407bbab87cbc83522728,15,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-009,Large integer - -2**63,-9223372036854775808,SUCCESS,1d14c0165fb31ea4cbd0bb1b47e51ff68e5b351ac4e805209bc25b8a011c9e8a,15,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-010,Very large integer - 2**100,1267650600228229401496703205376,SUCCESS,93133aef5016fb3e75f0e91c81f629b6103091b160d1a763b384818a7d0fca79,19,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-011,Very large negative integer - -2**100,-1267650600228229401496703205376,SUCCESS,382e56d74f5468fbdd23d4f4abf37cd3fe7fb3cfc3bdcacf8764fc697709a369,19,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-012,Normal string - hello,'hello',SUCCESS,f27068260acda9a05a6477f17da12f844bca8f00a8ac15381de59fd1add44945,7,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-013,Empty string,'',SUCCESS,153d812467db095632c6583da7f82cf7ad1e3f9ef18b6358c10f28d2804822f4,2,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-014,Long normal string,'aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa...<truncated>,SUCCESS,5659b07be1e193edb6fdf058b6fbb79b46da7ea90122ab0f793fb9a2d1add908,10005,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-015,Unicode string - Chinese and emoji,'中文😀',SUCCESS,21069af945686d72a8f400f3df47b278b87a1772ea89952af8858b38c1d956a4,15,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-016,Long Unicode string,'中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文😀中文...<truncated>,SUCCESS,1f660cafdde853765364e8863f6ad11c56e0bef1eaa397d115fb0b3bb0c32133,10005,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-017,Special characters string,"'\n\t\r\\\'""'",SUCCESS,05d374fd9ac34c1851649be7c6c05e978a67d677805223d16278ea132ea66304,8,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-018,Bytes type - b'abc',b'abc',SUCCESS,54fbc4701c235e1d489632b9680e438d00e614228886cc1116d2f6dcaa4724fc,8,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-019,Bytes type - bytes(range(256)),"b'\x00\x01\x02\x03\x04\x05\x06\x07\x08\t\n\x0b\x0c\r\x0e\x0f\x10\x11\x12\x13\x14\x15\x16\x17\x18\x19\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&\'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\\]^_`abcdefghijklmnopqrstuvwxyz{|}~\x7f\x80\x81\x82\x83\x84\x85\x86\x87\x88\x89\x8a\x8b\x8c\x8d\x8e\x8f\x90\x91\x9...<truncated>",SUCCESS,0b08ed82f6c155739862b18db0d9bcd0717c90a3bd87e72a5828d85356b79078,261,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-020,Empty bytes,b'',SUCCESS,1e39f9576a47375992ed7b53b49a4fe68e1622c87227165ee0246d3c345996f1,5,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-021,Large bytes - 1MB,b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x...<truncated>,SUCCESS,5213fc501436f77d9d5c161294a7f6e87d902475392c71212e7fe4b56772a037,1048581,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-022,Float - 0.0,0.0,SUCCESS,a7b2474c2b69133fff4c0515276a03bbf9d1c38d1d1f8c08bd5db478181398d6,9,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-023,Float - 3.14,3.14,SUCCESS,037a6b9a94f0ca478998fdec5255e5fea3e2b966a74496530b4ed56b68ebd5f2,9,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-024,Float - -3.14,-3.14,SUCCESS,0bff30887f5190682a6f138431e6c41308017d3421927c98ac14b6eaf9cacdd6,9,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-025,Float - very small,1e-100,SUCCESS,57145dbc78cbaabdd7fb683fbcad6da6ba47971e2c26e0061b3318efc4c9f604,9,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-026,Float - very large,1e+100,SUCCESS,8e2d3efb7ecd74a6fce43b932a9bc54470b90d69063307673146a33a3428bde6,9,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-027,Complex number - 1+2j,(1+2j),SUCCESS,ffb915ef625f270197532ab39744694546c1cec90ff4891487c2a74fab5acdc2,17,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-028,Complex number - 0j,0j,SUCCESS,4af55f659e98d62afb780d456414d7a3d98eaf04614feba89ba26b998575eaab,17,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-029,Bytearray - bytearray(b'abc'),bytearray(b'abc'),SUCCESS,54fbc4701c235e1d489632b9680e438d00e614228886cc1116d2f6dcaa4724fc,8,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-030,Bytearray - bytearray(range(256)),"bytearray(b'\x00\x01\x02\x03\x04\x05\x06\x07\x08\t\n\x0b\x0c\r\x0e\x0f\x10\x11\x12\x13\x14\x15\x16\x17\x18\x19\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&\'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\\]^_`abcdefghijklmnopqrstuvwxyz{|}~\x7f\x80\x81\x82\x83\x84\x85\x86\x87\x88\x89\x8a\x8b\x8c\x8d\x8e\x8f\...<truncated>",SUCCESS,0b08ed82f6c155739862b18db0d9bcd0717c90a3bd87e72a5828d85356b79078,261,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-031,Empty bytearray,bytearray(b''),SUCCESS,1e39f9576a47375992ed7b53b49a4fe68e1622c87227165ee0246d3c345996f1,5,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-032,Singleton - Ellipsis,Ellipsis,SUCCESS,cdb4ee2aea69cc6a83331bbe96dc2caa9a299d21329efb0336fc02a82e1839a8,1,,,10,STABLE_SUCCESS,10,0,1
PY-04,basic,Linux,EQ-basic-033,Singleton - StopIteration,<class 'StopIteration'>,SUCCESS,8de0b3c47f112c59745f717a626932264c422a7563954872e237b223af4ad643,1,,,10,STABLE_SUCCESS,10,0,1
PY-04,container,Linux,EQ-container-034,Empty list,[],SUCCESS,cd13cd2473c97737511c66500c332fdf9ad78c5f6e8d4eb4fea992bb63f42055,5,,,10,STABLE_SUCCESS,10,0,1
PY-04,container,Linux,EQ-container-035,Empty tuple,(),SUCCESS,86c11f10c038a75279e64a09cbc5cacb478a9af27d1b5cce1d1b1cc7e23a1b81,2,,,10,STABLE_SUCCESS,10,0,1
PY-04,container,Linux,EQ-container-036,Empty dict,{},SUCCESS,fa433c89e61178902327da13af7dc0b09aede94a362de11626c21700a658c353,2,,,10,STABLE_SUCCESS,10,0,1
PY-04,container,Linux,EQ-container-037,Empty set,set(),SUCCESS,995046494f919338259e00eb000e87957890be5cb4e30be304e6646e1426578b,5,,,10,STABLE_SUCCESS,10,0,1
PY-04,container,Linux,EQ-container-038,Empty frozenset,frozenset(),SUCCESS,4c237f2998e18f5c62047214de243bf62daa715906dfc6776b948ec9ec2fe2bd,5,,,10,STABLE_SUCCESS,10,0,1
PY-04,container,Linux,EQ-container-039,"Simple list - [1, 2, 3]","[1, 2, 3]",SUCCESS,e8d78d57d1e0438a051682277b2fb68178db03f14dff349e335ac98565991c85,20,,,10,STABLE_SUCCESS,10,0,1
PY-04,container,Linux,EQ-container-040,"Simple tuple - (1, 2, 3)","(1, 2, 3)",SUCCESS,da464634e919a561dacef9b6d18d967ba5021f76f8cea0b14fdab5051831db9a,17,,,10,STABLE_SUCCESS,10,0,1
PY-04,container,Linux,EQ-container-041,"Simple dict - {'a': 1, 'b': 2}","{'a': 1, 'b': 2}",SUCCESS,dfac25175367deb81e476277ff0a56c7a26d07846fab25a0f8895cdef465627f,18,,,10,STABLE_SUCCESS,10,0,1
PY-04,container,Linux,EQ-container-042,"Simple set - {1, 2, 3}","{1, 2, 3}",SUCCESS,cddf0b000e7d5e4d9d7ffbbf3ecc0f056e311652a56278e911321cfc9c588ec9,20,,,10,STABLE_SUCCESS,10,0,1
PY-04,container,Linux,EQ-container-043,"Simple frozenset - {1, 2, 3}","frozenset({1, 2, 3})",SUCCESS,8bfcbf8c82091a645c1dcfbe2828fce54d6255e1e8ca3bcf63230eefcfea4274,20,,,10,STABLE_SUCCESS,10,0,1
PY-04,container,Linux,EQ-container-044,Mixed list,"[1, 'a', None, True, 3.14, b'abc']",SUCCESS,fb2fdf6670287915053d9f0b65739b3f6227e40aaac8e28b2ea1031148cb5e9a,32,,,10,STABLE_SUCCESS,10,0,1
PY-04,container,Linux,EQ-container-045,Mixed tuple,"(1, 'a', None, True, 3.14, b'abc')",SUCCESS,9aef2f56babd9a5e994fc7320b4cfa31f49abd17e9b0556c3d0d814d7862773b,29,,,10,STABLE_SUCCESS,10,0,1
PY-04,container,Linux,EQ-container-046,Mixed dict,"{'int': 1, 'str': 'a', 'none': None, 'bool': True}",SUCCESS,4912e56aad3793ddf874ad16e2910ff3aca0a793f53936a7a8643ab9e7043314,34,,,10,STABLE_SUCCESS,10,0,1
PY-04,container,Linux,EQ-container-047,List containing dict,"[{'a': 1}, {'b': 2}, {'c': 3}]",SUCCESS,cfaad234e8829c19a422d7d834c88194d99cb416058c08b0695332521fe28ada,35,,,10,STABLE_SUCCESS,10,0,1
PY-04,container,Linux,EQ-container-048,Dict containing list,"{'numbers': [1, 2, 3], 'letters': ['a', 'b', 'c']}",SUCCESS,880713acda1d38d15079f9886875463e8ade378a539501b82cc773afbee20de7,54,,,10,STABLE_SUCCESS,10,0,1
PY-04,container,Linux,EQ-container-049,List containing tuple,"[(1, 2), (3, 4), (5, 6)]",SUCCESS,02fb05e595e4d0c70be30e70ad6db3be97bf82673c6ddeee67411dfc84a02d42,41,,,10,STABLE_SUCCESS,10,0,1
PY-04,container,Linux,EQ-container-050,Tuple containing list,"([1, 2], [3, 4], [5, 6])",SUCCESS,837ca6214f4135cd06d7f9a2aa9898c9a277ed568618545c9d20125558e614c2,47,,,10,STABLE_SUCCESS,10,0,1
PY-04,container,Linux,EQ-container-051,Dict containing tuple,"{'point': (10, 20), 'color': (255, 255, 255)}",SUCCESS,db63c547a2369e38db57d0d7dd007bcc87cb34f057c7d403fc6b47f5676ecf06,45,,,10,STABLE_SUCCESS,10,0,1
PY-04,container,Linux,EQ-container-052,Dict containing set,"{'values': {1, 2, 3}}",SUCCESS,6e6dd7a2ee4155b3c9d09edbdc30638e398b3aa71402b14468696d807b051fc0,30,,,10,STABLE_SUCCESS,10,0,1
PY-04,container,Linux,EQ-container-053,List containing set,"[{1, 2}, {3, 4}, {5, 6}]",SUCCESS,c5f5d11df20d57e508d419bfde79cbd8c967c82b1150429ad6d9bf8e54e7d175,50,,,10,STABLE_SUCCESS,10,0,1
PY-04,container,Linux,EQ-container-054,Nested list and dict,"[{'items': [1, 2, 3]}, {'items': [4, 5, 6]}]",SUCCESS,6f10fa6cbe4c93d80196609264f0ceab1330c9c5dac4981ba3c5ea1a6f2e5d6f,61,,,10,STABLE_SUCCESS,10,0,1
PY-04,container,Linux,EQ-container-055,Nested dict and tuple,"{'user': {'id': 1, 'roles': ('admin', 'tester')}}",SUCCESS,e983ee431456f81da6bc499548755d974f6adfca0273da7edea7260b4cf2ded3,43,,,10,STABLE_SUCCESS,10,0,1
PY-04,container,Linux,EQ-container-056,Repeated values in list,"[1, 1, 1, 'a', 'a', None, None]",SUCCESS,db9d83766c313d26f3216f40aca6c4ae3b1e7618836ea996f816a0533b5351cb,30,,,10,STABLE_SUCCESS,10,0,1
PY-04,container,Linux,EQ-container-057,Dict with integer keys,"{1: 'one', 2: 'two', 3: 'three'}",SUCCESS,3f445a66f72922de9abcf1d2d0f830e2265fbd0f24f79f16588df71e14e0fe65,34,,,10,STABLE_SUCCESS,10,0,1
PY-04,container,Linux,EQ-container-058,Dict with mixed keys,"{'a': 1, 2: 'b', (3, 4): 'tuple_key'}",SUCCESS,3409cd9999d790c6def4d76edc3e466afe5593bf9bc9948624face6af438e356,41,,,10,STABLE_SUCCESS,10,0,1
PY-04,container,Linux,EQ-container-059,"Slice - slice(1, 10, 2)","slice(1, 10, 2)",EXCEPTION,,,ValueError,unmarshallable object,10,STABLE_EXCEPTION,0,10,0
PY-04,container,Linux,EQ-container-060,"Slice - slice(None, 10, None)","slice(None, 10, None)",EXCEPTION,,,ValueError,unmarshallable object,10,STABLE_EXCEPTION,0,10,0
PY-04,container,Linux,EQ-container-061,"Slice - slice(None, None, -1)","slice(None, None, -1)",EXCEPTION,,,ValueError,unmarshallable object,10,STABLE_EXCEPTION,0,10,0
PY-04,container,Linux,EQ-container-062,List containing slice,"[slice(1, 5, None), slice(None, None, -1)]",EXCEPTION,,,ValueError,unmarshallable object,10,STABLE_EXCEPTION,0,10,0
PY-04,container,Linux,EQ-container-063,Tuple containing slice,"(slice(0, 10, None), slice(None, None, -1))",EXCEPTION,,,ValueError,unmarshallable object,10,STABLE_EXCEPTION,0,10,0
PY-04,container,Linux,EQ-container-064,Dict containing slice value,"{'range': slice(1, 10, 2)}",EXCEPTION,,,ValueError,unmarshallable object,10,STABLE_EXCEPTION,0,10,0
PY-04,complexity,Linux,EQ-complexity-065,Simple input - integer 1,1,SUCCESS,59e562517a08b1f9edb930c1553aaf2e6947c1000705dfa4ed20b03b29363da1,5,,,1,STABLE_SUCCESS,1,0,1
PY-04,complexity,Linux,EQ-complexity-066,Medium mixed list,"[1, 'a', None, 3.14]",SUCCESS,b64c299280a240bf02cb19243cacf98cd7648ec7c8073e82f549f06afa9851d7,23,,,1,STABLE_SUCCESS,1,0,1
PY-04,complexity,Linux,EQ-complexity-067,Empty complex structure,"[[], {}, ()]",SUCCESS,082a226c4875fba8363f01feebdf566006af780a997e5636f418550ff608d97a,14,,,1,STABLE_SUCCESS,1,0,1
PY-04,complexity,Linux,EQ-complexity-068,Nested list - 10 levels,[[[[[[[[[[1]]]]]]]]]],SUCCESS,9c5261998358ab03ca3ce93d18e1a886ba7960ebca89ed9aa15060dd8c209b07,55,,,1,STABLE_SUCCESS,1,0,1
PY-04,complexity,Linux,EQ-complexity-069,Nested list - 50 levels,[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[1]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]],SUCCESS,87f206c3c6cbabe60cb07732942a32fc5fa4e034b1b1b75b1f64251475acb608,255,,,1,STABLE_SUCCESS,1,0,1
PY-04,complexity,Linux,EQ-complexity-070,Nested list - 100 levels,[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[1]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]],SUCCESS,e26480e90db7bcf7300ee3aa84b2c2e6e5b14be5d155894aa7afeae2d259f093,505,,,1,STABLE_SUCCESS,1,0,1
